Name,Movie,Year,Cause of Death
Chase Newhart,Switchblade Sisters,1975,Cutting Instrument
Anna McKitrick,The Little Things,2021,Firearms
Muriel Fouilland,Vampires: Los Muertos,2002,Supernatural
Keenan Lehmann,The Midnight Man,2016,Supernatural
Tiffany Gonzalez,The Little Things,2021,Cutting Instrument
Irina Potapenko,Revanche,2008,Firearms
Andreas Lust,The Robber,2010,Cutting Instrument
Malin Buska,The Girl King,2015,Other
Roberto Daniel,Blood Ceremony,1973,Supernatural
Franca Grey,Blood Ceremony,1973,Other
Ghika,Blood Ceremony,1973,Cutting Instrument
Raquel Ortuño,Blood Ceremony,1973,Cutting Instrument
Lucia Bosè,Something Creeping in the Dark,1971,Other
Lucia Bosè,Blood Ceremony,1973,Other
Ana Farra,Blood Ceremony,1973,Other
Frances Ondiviela,Panic Beats,1983,Supernatural
Lola Gaos,Furtivos,1975,Firearms
Lola Gaos,Panic Beats,1983,Supernatural
Silvia Miró,Panic Beats,1983,Supernatural
Abigail Cruttenden,Await Further Instructions,2018,Fire
Gianni Santuccio,Queen of Evil,1970,Supernatural
Sam Gittins,Howl,2015,Other
Sam Gittins,Await Further Instructions,2018,Cutting Instrument
Peter Brace,Some Girls Do,1969,Other
Peter Brace,The Pink Panther Strikes Again,1976,Animals
Magnus Diehl,Freaky,2020,Other
Ezra Sexton,Freaky,2020,Cutting Instrument
Kelly Lamor Wilson,Freaky,2020,Blunt Objects
Emily Holder,Freaky,2020,Impact
Melissa Collazo,Freaky,2020,Weather
Mike Faist,Dear Evan Hansen,2014,Supernatural
Mike Faist,Wildling,2018,Other
Mike Faist,West Side Story,2021,Cutting Instrument
Joseph Waring,Conquest of Cochise,1953,Animals
Fernando Cerulli,Slaughter Hotel,1971,Supernatural
Fernando Cerulli,Watch Me When I Kill,1977,Strangulation
Giuseppe Pennese,Watch Me When I Kill,1977,Cutting Instrument
Giovanni Vannini,Watch Me When I Kill,1977,Cutting Instrument
Rico Alaniz,Conquest of Cochise,1953,Personal Weapons
Rico Alaniz,War of the Colossal Beast,1958,Supernatural
Aldo Bufi Landi,Byleth: The Demon of Incest,1972,Supernatural
Kenneth Harlan,The Green Hornet,1940,Animals
Griffin Newman,Beneath,2013,Supernatural
Jon Orsini,Beneath,2013,Supernatural
Bonnie Dennison,Beneath,2013,Drowning
Bonnie Dennison,Stake Land II,2016,Cutting Instrument
Jaime Bird,Stake Land II,2016,Cutting Instrument
Carol Thurston,Conquest of Cochise,1953,Firearms
Kristina Hughes,Stake Land II,2016,Cutting Instrument
Bruce Ramsay,Hellraiser: Bloodline,1996,Cutting Instrument
Karl Hackett,The Green Hornet,1940,Animals
Karl Hackett,The Green Hornet Strikes Again!,1940,Animals
Dinny Powell,Kiss of the Vampire,1963,Supernatural
Dinny Powell,Ooh...You Are Awful,1972,Impact
Dinny Powell,Superman II,1980,Personal Weapons
Ann Doran,The Green Hornet Ch. 3,1940,Animals
Ann Doran,The Man Who Turned to Stone,1957,Blunt Objects
Pierre Watkin,The Green Hornet Strikes Again!,1940,Animals
Regine Rumen,Le concerto de la peur,1963,Strangulation
Nalân Burgess,He Who Dares:Downing Street Siege,2014,Firearms
Nalân Burgess,House of Salem,2016,Other
Rita Ramnani,He Who Dares,2014,Supernatural
Rebecca Ferdinando,He Who Dares,2014,Firearms
Grace Vallorani,He Who Dares,2014,Firearms
Kelsey Hardwick,He Who Dares: Downing Street Siege,2014,Strangulation
Mimmi Marie,He Who Dares: Downing Street Siege,2014,Firearms
Jodie Wolf,He Who Dares: Downing Street Siege,2014,Firearms
Bruno S.,The Enigma of Kaspar Hauser,1974,Cutting Instrument
Bruno S.,Stroszek,1977,Firearms
Kane Richmond,"Spy Smasher Ch. 12, V...-",1942,Impact
Ciaran Mcmenamin,The Trench,1999,Other
Tristram Coffin,Spy Smasher,1942,Drowning
Tristram Coffin,Creature with the Atom Brain,1955,Supernatural
Tristram Coffin,Ma Barkers Killer Brood,1960,Firearms
Reg Lye,Ooh...You Are Awful,1972,Other
Martin Faust,Spy Smasher,1942,Firearms
Miranda Frigon,White Noise,2005,Vehicular
Miranda Frigon,It Waits,2005,Vehicular
Danny Mann,The Land Before Time VI: The Secret of Saurus Rock,1998,Blunt Objects
Daniela Poggi,The Gestapos Last Orgy,1977,Firearms
Daniela Poggi,Dr. M,1990,Strangulation
Emiliano Redondo,Treasure of the Four Crowns,1983,Impact
Caroline Portu,Blood and Money,2020,Firearms
Ryan Homchick,Blood and Money,2020,Firearms
Ace Gibson,Blood and Money,2020,Firearms
Hector Serrano,Lone Wolf McQuade,1983,Animals
Robert Jordan,Lone Wolf McQuade,1983,Animals
John Anderson (II),Lone Wolf McQuade,1983,Animals
Eli Cummins,Lone Wolf McQuade,1983,Animals
Jessica Matten,The Empty Man,2020,Cutting Instrument
George DeNormand,G-Men vs. The Black Dragon Ch. 1,1943,Supernatural
Robert Strange,G-Men vs. The Black Dragon,1943,Supernatural
Wendy Robie,The People Under The Stairs,1991,Cutting Instrument
John Friedrich,The Final Terror,1983,Supernatural
Anthony Maccario,The Final Terror,1983,Supernatural
George Lynn,Charlie Chan at Monte Carlo,1937,Firearms
George Lynn,"G-Men vs. The Black Dragon Ch. 5, Celestial Murder",1943,Supernatural
George Lynn,"Secret Agent X-9 Ch.13, Zero Minute",1945,Explosives
George Lynn,"The Master Key Ch. 12, Lightning Underground",1945,Weather
George Lynn,The Werewolf,1956,Supernatural
George Lynn,The Man Who Turned to Stone,1957,Blunt Objects
George Lynn,The Deadly Mantis,1957,Vehicular
Stanley Price,G-Men vs. The Black Dragon Ch. 6 Death and Destruction,1943,Supernatural
Stanley Price,"Secret Agent X-9 Ch. 10, Zero Minute",1945,Firearms
Stanley Price,"Pirates of the High Seas Ch. 15, Diamonds from the Sea",1950,Drowning
Martin Walsh,Writers Retreat,2015,Other
Madalina Constantin,Hellraiser: Deader,2005,Firearms
Nicholas Stargel,Freaky,2020,Blunt Objects
Mitchell Hoog,Sleeping with My Student,2019,Impact
Mitchell Hoog,Freaky,2020,Blunt Objects
Tim Johnson,Freaky,2020,Cutting Instrument
Cart W Glade,Freaky,2020,Cutting Instrument
Sarafina King,Freaky,2020,Other
Timothy L. Raynor,Final Exam,1981,Cutting Instrument
Elijah Perry,Final Exam,1981,Cutting Instrument
Elijah Perry,Dogs of Hell,1983,Animals
Joel S. Rice,Final Exam,1981,Cutting Instrument
DeAnna Robbins,Final Exam,1981,Cutting Instrument
John Fallon,Final Exam,1981,Cutting Instrument
Ralph Brown (II),Final Exam,1981,Strangulation
Sherry Willis-Burch,Final Exam,1981,Cutting Instrument
Terry W. Farren,Final Exam,1981,Cutting Instrument
Shannon Norfleet,Final Exam,1981,Vehicular
Carol Capka,Final Exam,1981,Vehicular
Bud Geary,"G-Men vs. The Black Dragon Ch. 14, Flaming Coffin",1943,Supernatural
Bud Geary,"Haunted Harbor Ch. 14, High Voltage",1944,Explosives
Karin Lorson,Byleth: The Demon of Incest,1972,Supernatural
Silvana Panfili,Byleth: The Demon of Incest,1972,Supernatural
Kristen MacCulloch,Psycho Goreman,2020,Personal Weapons
Rae Varela,Hayride 2,2015,Cutting Instrument
Georgina Rylance,Hellraiser: Deader,2005,Strangulation
Jimmy Schuelke,Hellraiser: Bloodline,1996,Other
Jorge Rivero,Guns and Guts,1974,Firearms
Jorge Rivero,The Last Hard Men,1976,Firearms
Karina Noelle Castillo,Decisions,2011,Firearms
Trevor White,Hellraiser: Hellseeker,2002,Other
I. Stanford Jolley,Secret Agent X-9,1945,Firearms
Mickey Cottrell,Hellraiser: Bloodline,1996,Other
Sayre Dearing,Circe the Enchantress,1924,Blunt Objects
Sayre Dearing,"The Master Key Ch. 13, The Last Key",1945,Firearms
Sayre Dearing,"Secret Agent X-9 Ch. 9, The Danger Point",1945,Impact
Jun'ichirô Narita,Destinys Son,1962,Cutting Instrument
Jun'ichirô Narita,Shinobi No Mono 3: Resurrection,1963,Other
Shinjirô Asano,Destinys Son,1962,Cutting Instrument
John Roy,"Secret Agent X-9 Ch. 10, Japanese Burial",1945,Firearms
John Roy,Al Capone,1959,Other
Dick Scott,"S.O.S. Coast Guard Ch.2, Barrage of Death",1937,Impact
Dick Scott,"Secret Agent X-9 Ch. 10, Japanese Burial",1945,Other
Gene Roth,"Secret Agent X-9 Ch. 13, Zero Minute",1943,Firearms
Gene Roth,She Demons,1958,Supernatural
Cy Kendall,The Shadow Strikes,1937,Blunt Objects
Cy Kendall,Johnny Eager,1941,Other
Cy Kendall,"Secret Agent X-9 Ch. 13, Zero Minute",1945,Firearms
Victoria Horne,Secret Agent X-9,1945,Drowning
Clarence Lung,"Secret Agent X-9 Ch.13, Zero Minute",1945,Drowning
Benson Fong,Secret Agent X-9 Ch. 10 Japanese Burial,1945,Explosives
Benson Fong,Our Man Flint,1966,Explosives
Felix Ward,Spookies,1986,Cutting Instrument
Peter Iasillo Jr.,Spookies,1986,Supernatural
Nick Gionta,Spookies,1986,Cutting Instrument
James M. Glenn,Spookies,1986,Impact
Peter Dain,Spookies,1986,Other
Joan Ellen Delaney,Spookies,1986,Ailment
Kim Merrill,Spookies,1986,Ailment
Charlotte Alexandra,Spookies,1986,Strangulation
Pat Wesley Bryan,Spookies,1986,Supernatural
Alec Nemser,Spookies,1986,Other
Al Magliochetti,Spookies,1986,Other
Anthony Valbiro,Spookies,1986,Supernatural
Lisa Friede,Spookies,1986,Impact
Mark Bryan Wilson,Ghostbusters,1984,Other
Ivan Reitman,Ghostbusters,1984,Ailment
Harrison Ray,Ghostbusters,1984,Supernatural
Terri Hardin,Ghostbusters,1984,Other
Ruth Oliver,Ghostbusters,1984,Supernatural
Kymberly Herrin,Ghostbusters,1984,Supernatural
Jim Fyre,Ghostbusters II,1989,Other
Jim Fyre,The Frighteners,1996,Other
Tim Lawrence,Ghostbusters II,1989,Other
Dave Allen,Ghostbusters,2016,Other
Adam Ray,Ghostbusters,2016,Other
Kristen Annese,Ghostbusters,2016,Other
Robin Shelby,Ghostbusters,2016,Other
Harry Tenbrook,"The Shadow Ch. 1, The Doomed City",1940,Firearms
Lee Shumway,The Wall Between,1915,Explosives
Lee Shumway,"The Shadow Ch. 6, The Shadows Trap",1940,Animals
Jack Ingram,Man of Conquest,1939,Other
Jack Ingram,"The Shadow Ch.14, The Sealed Room",1940,Animals
Jack Ingram,Ghost Town Law,1942,Supernatural
Jack Ingram,Manhunt of Mystery Island,1945,Firearms
Jack Ingram,"Jack Armstrong Ch.13, Retribution",1947,Firearms
Robert Fiske,"The Shadow Ch.15, The Shadows Net Closes",1940,Animals
Robert Fiske,"Batman Ch.4, Slaves of the Rising Sun",1943,Impact
Jiri Stanek,Willys Wonderland,2021,Cutting Instrument
George M. Carleton,The Master Key,1945,Poison
Matty Fain,"The Master Key Ch. 4, Drawbridge Danger",1945,Firearms
David Schuelke,Hellraiser: Bloodline,1996,Other
Michelle Trasatti,Beaster Day: Here Comes Peter Cottonhell,2014,Cutting Instrument
Kristen Nedopak,Vegas Janitor,2010,Other
Leila Birch,W.M.D.,2013,Blunt Objects
Siobhan McKenna,Doctor Zhivago,1965,Other
Maris Wrixon,"The Master Key Ch. 13, The Last Key",1945,Explosives
Edward Keane,"Haunted Harbor Ch. 1, Wanted for Murder",1944,Cutting Instrument
Kaaren de Zilva,Hellraiser: Hellseeker,2002,Other
Jack O'Shea,Secret Service in Darkest Africa,1943,Firearms
Jack O'Shea,Haunted Harbor,1944,Firearms
Duke Green,"Haunted Harbor: Ch. 7, Journey into Peril",1944,Firearms
Duke Green,"Haunted Harbor: Ch. 10, Crimson Sacrifice",1944,Explosives
Duke Green,"Haunted Harbor: Ch.15, Crucible of Justice",1944,Firearms
Seth Meyers,Village of the Damned,1995,Firearms
Conrad Bergschneider,In the Mouth of Madness,1994,Cutting Instrument
Kerry Rossall,They Live,1988,Other
Richard Cetrone,Ghosts of Mars,2001,Supernatural
Richard Cetrone,The Scorpion King,2002,Animals
Richard Cetrone,Underworld,2003,Cutting Instrument
Richard Cetrone,Man of Steel,2013,Other
Richard Cetrone,Army of the Dead,2021,Firearms
Gigi Rizzi,Death Occurred Last Night,1970,Firearms
Wilma Casagrande,Death Occurred Last Night,1970,Strangulation
Nicky Zuccolà,Death Occurred Last Night,1970,Firearms
Joachim Hansen,The Old Gun,1975,Firearms
Steven Hinkle,Syriana,2005,Drowning
Mazhar Munir,Syriana,2005,Explosives
Sonnell Dadral,Syriana,2005,Explosives
Badria Timimi,Syriana,2005,Explosives
William Fawcett,"Pirates of the High Seas Ch. 9, Booby Trap",1950,Drowning
John Zaremba,Pirates on the High Seas,1950,Drowning
John Zaremba,Earth vs. the Flying Saucers,1956,Explosives
Tommy Dreamer,Self Storage,2013,Poison
Tommy Dreamer,Army of the Damned,2013,Cutting Instrument
Tommy Dreamer,Almost Mercy,2015,Strangulation
Tommy Dreamer,Damons Revenge,2022,Other
Sophie Rois,Enemy at the Gates,2001,Firearms
Gabriel Thomson,Enemy at the Gates,2001,Strangulation
Gabriel Thomson,Night Wolf,2010,Animals
Bernd Lambrecht,Enemy at the Gates,2001,Firearms
Dietmar Nieder,Enemy at the Gates,2001,Firearms
Hendrik Arnst,Enemy at the Gates,2001,Firearms
Claudius Freyer,Enemy at the Gates,2001,Firearms
Hans Martin Stier,Enemy at the Gates,2001,Firearms
Graham Mullins,Tristan + Isolde,2006,Cutting Instrument
Kira Reed,Losing Control,1998,Other
Seung-Hyeon Ji,The Swordsman,2020,Cutting Instrument
Jack Gardner,"The Adventures of Smilin Jack Ch. 3, Attacked by Bombers",1943,Firearms
Angelina Danilova,The Swordsman,2020,Cutting Instrument
Stanley Blystone,The Adventures of Smilin Jack Ch. 6 Escape by Clipper,1943,Firearms
Stanley Blystone,"Jack Armstrong Ch. 12, Grotto of Greed",1947,Other
Victor Wong (I),Tremors,1990,Supernatural
Grace Cunard,Washington at Valley Forge,1914,Cutting Instrument
Grace Cunard,"The Adventures of Smilin Jack Ch. 7, Fifteen Fathoms Below",1943,Firearms
Paul Bryar,"The Adventures of Smilin Jack Ch. 7, Fifteen Fathoms Below",1943,Firearms
Dennis Paladino,Stepfather III,1992,Cutting Instrument
David Chiang,The Sword of Swords,1968,Cutting Instrument
David Chiang,The Singing Thief,1969,Personal Weapons
David Chiang,Twelve Deadly Coins,1969,Cutting Instrument
David Chiang,The Flying Dagger,1969,Cutting Instrument
David Chiang,Dead End,1969,Personal Weapons
David Chiang,"Have Sword, Will Travel",1969,Cutting Instrument
David Chiang,The Invincible Fist,1969,Cutting Instrument
David Chiang,Return of the One-Armed Swordsman,1969,Cutting Instrument
David Chiang,The Heroic Ones,1970,Other
David Chiang,The Wandering Swordsman,1970,Cutting Instrument
David Chiang,Vengeance!,1970,Cutting Instrument
David Chiang,The Anonymous Heroes,1971,Firearms
David Chiang,The Deadly Duo,1971,Firearms
David Chiang,The Duel,1971,Other
David Chiang,The Boxer from Shantung,1972,Cutting Instrument
David Chiang,Four Riders,1972,Firearms
David Chiang,Dynasty of Blood,1973,Blunt Objects
David Chiang,The Generation Gap,1973,Firearms
David Chiang,The Legend of the 7 Golden Vampires,1974,Supernatural
David Chiang,The Savage Five,1974,Firearms
David Chiang,All Men Are Brothers,1975,Cutting Instrument
David Chiang,7 Man Army,1976,Cutting Instrument
David Chiang,The Naval Commandos,1977,Firearms
David Chiang,Shaolin Mantis,1978,Poison
David Chiang,The Shanghai Thirteen,1984,Cutting Instrument
David Chiang,Once Upon a Time in China II,1992,Strangulation
David Chiang,It Remains,2023,Cutting Instrument
David Chiang,Rob N Roll,2024,Firearms
Raymond Rosario,Invasion U.S.A.,1985,Firearms
Maria Doest,Invasion U.S.A.,1985,Impact
Thomas Nowell,Invasion U.S.A.,1985,Firearms
Chondra Wolle,Invasion U.S.A.,1985,Firearms
Dan Albright,Invasion U.S.A.,1985,Firearms
Shane McCamey,Invasion U.S.A.,1985,Explosives
Dick Tirschel,Invasion U.S.A.,1985,Explosives
Alex Malenky,Invasion U.S.A.,1985,Explosives
Kevin Maggiore,Invasion U.S.A.,1985,Firearms
Stephen Markle,Invasion U.S.A.,1985,Firearms
Dave Wengren,"The Adventures of Smilin Jack Ch. 6, Treachery at Sea",1943,Drowning
Jay Novello,"The Adventures of Smilin Jack Ch. 13, Sinking the Rising Sun",1943,Cutting Instrument
Jay Novello,The Lost World,1960,Other
Siya Wang,Drug War,2012,Narcotics
John Stone,Masque of the Red Death,1964,Other
John Stone,Deadlier Than the Male,1967,Firearms
Tara Clark,When a Killer Calls,2006,Cutting Instrument
Erin R. Ryan,Bath Salt Zombies,2013,Drowning
Erin R. Ryan,Babysitter Massacre,2013,Fire
Erin R. Ryan,Hellhounds,2013,Supernatural
Erin R. Ryan,Kill That Bitch,2014,Cutting Instrument
Erin R. Ryan,Applecart,2015,Strangulation
Erin R. Ryan,Ragmork,2019,Other
Stuart Rudin,The Silence of the Lambs,1991,Other
Frank Merlo,"Jack Armstrong Ch.10, Battle of the Warriors",1947,Supernatural
Jennie Russo,Night of Something Strange,2016,Firearms
Jennie Russo,Return to Splatter Farm,2020,Cutting Instrument
Jennie Russo,Camp Murder,2021,Cutting Instrument
Josh Broder,The Silence of the Lambs,1991,Other
Fedor Bondarchuk,Sputnik,2020,Cutting Instrument
John Davidson,"The Fighting Devil Dogs Ch.1, The Lightning Strikes",1938,Personal Weapons
Jeff Cameron,Man From Nowhere,1966,Firearms
José Orjas,Man From Nowhere,1966,Firearms
Mirko Ellis,Old Shatterhand,1964,Firearms
Mirko Ellis,Man From Nowhere,1966,Firearms
Mirko Ellis,Hate for Hate,1967,Firearms
George Offerman Jr.,A Walk in the Sun,1945,Firearms
George Offerman Jr.,Batman and Robin,1949,Impact
Dave Stevens,The Rocketeer,1991,Explosives
Erwin Goldi,Secret Service in Darkest Africa Ch. 1 North African Intrigue,1943,Cutting Instrument
Jacques Lory,Secret Service in Darkest Africa,1943,Firearms
Ralf Harolde,Creation,1931,Firearms
Ralf Harolde,"Secret Service in Darkest Africa Ch.1, North African Intrigue",1943,Personal Weapons
Sigfrid Tor,Secret Service in Darkest Africa,1943,Firearms
Lionel Royce,"Secret Service in Darkest Africa Ch.15, Nazi Treachery Unmasked",1943,Cutting Instrument
Frederic Brunn,Secret Service in Darkest Africa,1943,Impact
Frederic Brunn,Tarzan and the Amazons,1945,Other
Brian Landis Folkins,Rent-A-Pal,2020,Cutting Instrument
Aleksey Demidov,Sputnik,2020,Supernatural
Anna Tolputt,Hellraiser: Hellworld,2005,Cutting Instrument
Kathleen Brady,Rent-A-Pal,2020,Impact
Emily Sweet,Mindframe,2019,Other
Emily Sweet,The Final Level: Escaping Rancala,2019,Other
Emily Sweet,Cry Havoc,2020,Cutting Instrument
Emily Sweet,Fear Pharm,2020,Cutting Instrument
Emily Sweet,Castle Freak,2020,Other
Gary Bond,Zulu,1964,Other
Ron Bottitta,The Hard Corps,2006,Firearms
Seamus O'Hara,The Northman,2022,Blunt Objects
Seamus O'Hara,In the Land of Saints and Sinners,2023,Impact
Jack van Landingham,The Terror Within,1989,Supernatural
Al Guarino,The Terror Within,1989,Supernatural
Joseph Hardin,The Terror Within,1989,Supernatural
Joal Corso,The Terror Within,1989,Supernatural
Terri Treas,The Nest,1988,Supernatural
Terri Treas,The Terror Within II,1991,Supernatural
Tiana Tuttle,The Final Level: Escaping Rancala,2019,Supernatural
Tiana Tuttle,Fear PHarm,2020,Cutting Instrument
Dean Jones,The Terror Within II,1991,Supernatural
Brad Blaisdell,The Terror Within II,1991,Supernatural
The German Giant,The Terror Within II,1991,Supernatural
Scott Allen,The Terror Within II,1991,Supernatural
Cyndi James Gossett,The Terror Within II,1991,Supernatural
Peter Koch,Heat,1986,Other
Peter Koch,The Terror Within II,1991,Supernatural
Larry Gilman,The Terror Within II,1991,Supernatural
Burton Gilliam,The Terror Within II,1991,Supernatural
Brewster Gould,The Terror Within II,1991,Supernatural
Anton Vasilev,Sputnik,2020,Firearms
Mie Hanabusa,Shoguns Joy of Torture,1968,Cutting Instrument
Gaku Yamamoto,Irezumi,1965,Cutting Instrument
Ayako Wakao,Manji,1964,Poison
Ayako Wakao,Irezumi,1965,Cutting Instrument
Tim Loane,Space Truckers,1996,Firearms
Paul Nakauchi,Death Note,2017,Firearms
Ludovic Hughes,Sacrifice,2020,Cutting Instrument
Jean Valmont,Is Paris Burning?,1966,Firearms
Ezra Miller,Asking For It,2021,Firearms
Ezra Miller,The Flash,2023,Cutting Instrument
Erica Kessler,Halloween Night,2006,Cutting Instrument
Leonardo Scavino,Cold Eyes of Fear,1971,Other
Hamish Linklater,Dead for a Dollar,2022,Firearms
Fernando Sánchez Polack,A Fistful of Dollars,1964,Impact
Fernando Sánchez Polack,The Ugly Ones,1966,Firearms
Fernando Sánchez Polack,A Bullet For Sandoval,1969,Firearms
Fernando Sánchez Polack,The Cannibal Man,1972,Cutting Instrument
Fernando Sánchez Polack,Clockwork Terror,1973,Supernatural
Fernando Sánchez Polack,Vengeance of the Zombies,1973,Supernatural
Tabby Delarosby,Ice House,2020,Poison
Don Edmonds,Home Sweet Home,1981,Impact
Blake Lindsey,Sharktopus,2010,Drowning
Liana Ramirez,Star Light,2020,Other
Leonard Penn,Batman and Robin,1949,Firearms
Jin Au-Yeung,Bodies at Rest,2019,Firearms
Jin Au-Yeung,Monster Hunter,2020,Supernatural
Jarred Mickey,The Swap,1979,Firearms
Terrayne Crawford,The Swap,1979,Firearms
Geneviève Lemon,Sweetie,1989,Other
Giovanna Ria,Resident Evil,2002,Other
Gloria Talbott,The Leech Woman,1960,Other
Frank Darabont,King Kong,2005,Impact
Stefano Maria Mioni,Red Sonja,1985,Cutting Instrument
Francesca Romana Coluzzi,Red Sonja,1985,Cutting Instrument
Tom Holland (I),How I Live Now,2013,Firearms
Tom Holland (I),The Lost City of Z,2017,Narcotics
Tom Holland (I),Avengers: Infinity War,2018,Animals
Dorothy Provine,The Bonnie Parker Story,1958,Firearms
